College Name,Email
Rangapara College,rangaparacollege01@gmail.com
Rangia College,principal.rangiacollege@gmail.com
Rangsina College,rangsinacollege@gmail.com
Ratnapith College,ratnapithcollege@gmail.com
Reimalie Academy College,reimalielbed@gmail.com
Rengbam Subansiri College,crengamsubansiri@gmail.com
Residential Girls' Polytechnic,rgp.golaghat@gmail.com
Rukasen College,principalrc214@gmail.com
Rupahi College,rupahicollege81@gmail.com
S. K. Roy Memorial Institute of Education,debojitditsa@gmail.com
S.B. Deorah College,sbdeorahcollege@gmail.com
S.K. Hazarika College,skhazarikacollege@gmail.com
S.R. College,srcollege77@gmail.com
Sadiya College,principalsadiyacollege@gmail.com
Salbari College,salbaricollege@gmail.com
Samaguri College,samaguricollege@gmail.com
Sapatgram College,principalsapatgramcollege@gmail.com
Sapekhati College,sapekhaticollege@gmail.com
Saraighat College,principalsaraighatcollege@gmail.com
SC Dey College,scdeycollege@gmail.com
"Science College, Kokrajhar",sciencecollege95@gmail.com
"Semson Sing Engti College, Baithalangso",roy24074@gmail.com
Shreebharati College,rupanjalidehingia76@gmail.com
Shreebharati College,shreebharaticollege@gmail.com
Sibsagar Polytechnic,sivasagarpolytechnic@gmail.com
Sijou College,sijoucollege@gmail.com
Silapathar College,silapatharcollege@gmail.com
Silapathar Science College,silapatharsciencecollege@gmail.com
Silapathar Town College,silapathartowncollege@gmail.com
Silchar College,silcharcollege1994@gmail.com
Silchar College of Education,sce.silchar@gmail.com
Silchar College of Education,sce.silchar@gmail.com
Silchar Polytechnic,principalsilcharpolytech@gmail.com
Simen Chapari College,sachindoley201@gmail.com
Sipajhar B.Ed. College,sipajharbedcollege@gmail.com
SIPE Law College,sipelawcollege@gmail.com
Sisi Borgaon College,sissiborgaon.college2018@gmail.com
SK Roy College,principalskrc1994@gmail.com
Sonapur College,principalsonapurcollege@gmail.com
Sonari College,principalsonaricollege@gmail.com
Sonari Commerce College,sonari.comcollege@gmail.com
Sonitpur Polytechnic,sonitpurpolytechnic@gmail.com
Sontali Anchalik College,sacollege3all@gmail.com
Sova Ram Borgoyari College,runikhatacollegechirang@gmail.com
Sri Sri Aniruddhadeva Sports University,registrar.ssasu@gmail.com
Srikishan Sarda College,sscollege@sscollegehkd.ac.in
Srimanta Sankar Madhab College,sankarmadhabcollege@gmail.com
SS Mahavidyalaya,swahidsmritimahavidyalaya6@gmail.com
"St. Xavier's College, Tezpur",sxctezpur13@gmail.com
"St. Xavier's College, Tezpur",principalsxctezpur@gmail.com
Sualkuchi Budram Madhab Satradhikar College,collegesbms@gmail.com
Subansiri College,principalsbnc@gmail.com
Suren Das College,surendascollege@gmail.com
Swahid Maniram Dewan (SMD) College,smdcollege1964@gmail.com
Swahid Peoli Phukan College,shahiuz@gmail.com
Swahid Sowarani College,swahidsowaranicollege123@gmail.com
Swami Vivekananda College,principals.v.college@gmail.com
Swami Yoganandagiri College,sygiricollege@gmail.com
Tamulpur College,tamulpurcollege1984@gmail.com
Tamulpur Degree College,tdc.tamulpur@gmail.com
Tangla College,tanglacollegepd@gmail.com
Telahi Tuwaram Nath College,ttncollege1996@gmail.com
Tengakhat College,tengcoll103@gmail.com
Tezpur College,tezpurcollege.5aug1965@gmail.com
Tezpur Law College,tezpurlawcollege@gmail.com
Tezpur University,registrartu@tezu.ernet.in
Thamna anchalik Degree College,tadcthamna@gmail.com
Thongnokbe College,principaltnc@gmail.com
Tingkhong College,tingkhongcollege@gmail.com
Tinsukia Law College,tinsukialawcollege@gmail.com
Tinsukia Polytechnic,tinsukiapolytechnic@gmail.com
Tyagbir Hem Baruah College,tyagabirhbcollege1963@gmail.com
Udalguri College,udalguricollege1979@gmail.com
Udalguri Polytechnic,udalguripolytechnic@gmail.com
Ujani Majuli Kherkatia College,u.m.k.college@gmail.com
United Tribal Degree College,degreecollegeu@gmail.com
"University Law College, Gauhati University",vc@gauhati.ac.in
Upendra Nath Brahma College,unbcollege88@gmail.com
Uttar Barpeta College,uttarbarpetacollege1991@gmail.com
Uttar Kampith Mahavidyalaya,ukmjagara123456@gmail.com
Veer Damalu Degree College,vdmcollege665@gmail.com
Vidya Bharti College,vidyabharaticollege1990@gmail.com
Vivekananda College of Education,vced.kxj@gmail.com
Waisong College,nath.jugal@gmail.com
West Goalpara College,westgoalparacollege123@gmail.com
West Guwahati College of Education,wgcebed3@gmail.com
West Guwahati Commerce College,wgcc1992@gmail.com
West Silchar College,wscbs12@gmail.com
"Women's College, Silchar",principalwomenscollegesilchar@gmail.com
Women’s College Tinsukia,wcttsk@gmail.com
Zamduar College,zamduarcollege08@gmail.com
GOVERNMENT POLYTECHNIC GOPALGANJ,gpgopalganjbih@gmail.com
MAHATMA GANDHI CENTRAL UNIVERSITY,osdadmin@mgcub.ac.in
NIFT - Patna,jointdirector.patna@nift.ac.in
National Institute of Technology,skverma@nitp.ac.in
INDIAN INSTITUTE OF MANAGEMENT BODH GAYA,director_office@iimbg.ac.in
GOVERNMENT ENGINEERING COLLEGE NAWADA,enquiry@gpnawada.org
GOVERNMENT ENGINEERING COLLEGE GOPALGANJ,bknsgpgopalganj@gmail.com
INSTITUTE OF HOTEL MANAGEMENT BODHGAYA,ihmbodhgaya@gmail.com
GOVERNMENT ENGINEERING COLLEGE KHAGARIA,geckhagaria2019@gmail.com
"GOVT. POLYTECHNIC, KAGARIA",gpkhagaria@gmail.com
GOVERNMENT POLYTECHNIC JAMUI,principal.gpjamui@gmail.com
GOVERNMENT ENGINEERING COLLEGE JAMUI,principalgecjamui@gmail.com
DR S K SINHA WOMEN'S COLLEGE MOTIHARI,drskwomenscollege@gmail.com
H.D. Jain College,hdjaincollege@gmail.com
Jagjeevan College,jagjiwancollegeara@gmail.com
M.M. Mahila College,aprasad1949@gmail.com
M.V. College,mvcollegebuxar@gmail.com
D.K. College,dkcollege2009@gmail.com
Shersah College,principalscesasaram@gmail.com
Rohtas Mahila College,rohtasmahilacollegesasaram@gmail.com
Sri Shankar College,sscollegerohtas@gmail.com
A.S. College,ascollegebkj438@gmail.com
J.L.N. College,jlncollegedos@gmail.com
"S.N. College, Shahmal Khairadeo",sncollege1504@gmail.com
Mahila College,mcd.dehrionsone@gmail.com
"S.V.P. College, Bhabhua",collegesvbbhabua@gmail.com
"Gram Bharti College, Ramgarh",gbcramgarh@gmail.com
"C. M. Science College, Darbhanga",principal@cmsc.ac.in
"C. M. Law College, Darbhanga",badrealamkhan56@gmail.com
"Marwari College, Darbhanga",marwaricollegedarbhanga@gmail.com
"M. R. M. College, Darbhanga",mrmcollege58@gmail.com
"M. K. College, Laheriasarai, Darbhanga",mkc.lsarai@gmail.com
"Millat College, Laheriasarai, Darbhanga",pmcdbg@gmail.com
"B. M. A. College, Baheri, Darbhanga",info@bmac.ac.in
"M. K. S. College, Trimuhan Chandauna, Darbhanga",mkscollegechandauna209@gmail.com
"J. K. College, Biraul, Darbhanga",jkcblnmu68@gmail.com
"J. N. College, Nehra, Darbhanga",jncnehrad@gmail.com
"R. K. College, Madhubani",rkcollegemadhubani1940@gmail.com
"J. N. College, Madhubani",jncmadhubani@gmail.com
"R. N. College, Pandaul, Madhubani",rasnarayancollege@gmail.com
"K. V. Sc. College, Ucchaith, Madhubani",kvsccollege1971@gmail.com
"J. M. D. P. L. Mahila College, Madhubani",jmdplmahilacollege@gmail.com
"L. N. J. College, Jhanjharupr, Madhubani",principallnjcjjp@gmail.com
"M. L. S. College, Sarisabpahi, Madhubani",rkcollegemadhubani1940@gmail.com
"H. P. S. College, Madhepur, Madhubani",hpscollegemadhepur@gmail.com
"C. M. J. College, Downwarihat, Madhubani",principalcmjcollege@gmail.com
"C. M. B. College, Deorh, Ghoghardiha, Madhubani",cmbcollegedeorh@gmail.com
"D. B. College, Jaynagar, Madhubani",principal.dbcollege@gmail.com
"V. S. J. College, Rajnagar, Madhubani",principal.vsjcollege@gmail.com
"Samastipur College, Samastipur",samastipurcollege@gmail.com
"B. R. B. College, Samastipur",principalbrb@gmail.com
"Women's College, Samastipur",womcollsam@gmail.com
"A. N. D. College, Shahpur Patory, Samastipur",andc.patory@gmail.com
"R. B. S. College, Andaur, Samastipur",rbscollegeandaur@gmail.com
"R. B. College, Dalsinghsarai, Samastipur",rbcdalsin@gmail.com
"U. R. College, Rosera, Samastipur",urcollagerosera@gmail.com
"D. B. K. N. College, Narhan, Samastipur",principaldbkn@gmail.com
"Dr. L. K. V. D. College, Tajpur, Samastipur",dr.lkvdcollegetajpur@gmail.com
"G. M. R. D. College, Mohanpur, Samastipur",gmrdcollegemohanpur@gmail.com
"G. D. College, Begusarai",gdcollegebegusarai2@gmail.com
"S. B. S. S. College, Begusarai",sbsscollegebegusarai@gmail.com
"S. K. M. College, Begusarai",skmahila.college@gmail.com
"R. C. S. College, Manjhaul, Begusarai",principalrcscollege@gmail.com
"A.M COLLEGE, GAYA",amcollegegaya@gmail.com
"A.N.S COLLEGE, NABINAGAR",anscollegenabinagar@gmail.com
"RAJENDRA MEMORIAL WOMENS COLLEGE, NAWADA",collegermw@gmail.com
"R.L.S.Y. COLLEGE, AURANGABAD",rlsycaurangabad@gmail.com
"S.N.S. COLLEGE, TEKARI",jaishankar.prasad60@gmail.com
"A N College, Patna",principalancollege@gmail.com
"B D College, Patna",principalbdcpatna@gmail.com
"B S College, Danapur",bscollegednr@gmail.com
"College Of Commerce, Arts & Science Patna",principalcocaspatna@gmail.com
"G J College, Rambagh, Bihta",gjcollegebihta@gmail.com
"J D Womens College, Patna",jdwcpr.office@gmail.com
"Jagat Narayan Lal College, Patna",jnlcollegekhagaul@gmail.com
"M M College, Bikram",mmcollegebikrampatna@gmail.com
"R L S Y College, Bakhtiarpur",rlsybkp@gmail.com
"Ram Krishna Dwarika College, Patna",principalrkdcollegepatna@gmail.com
"Ram Ratan Singh College, Mokama, Patna",ramratansinghcollege@gmail.com
"S M D College, Punpun",smdcollege59@gmail.com
"Sri Arvind Mahila College, Patna",samcpatna0612@gmail.com
"Sri Guru Gobind Singh College, Patna Saheb",sggsppu@gmail.com
"T P S College, Patna",tpscollege1960@gmail.com
"Kisan College, Nalanda",kisancollege1957@gmail.com
"Nalanda College, Biharsharif",nalandacollegebiharsharif@gmail.com
"Nalanda Mahila College, Biharsharif",nmcbiharsharif1975@gmail.com
"S P M College, Udantpuri, Nalanda",principalspmc.udantpuri@gmail.com
"S U College, Hilsa",sucollegehilsa@gmail.com
"Govt. Women's College, Gardnibagh, Patna",gwcgbaghpatna@gmail.com
"Rajkiya Mahila Mahavidyalaya, Gulzarbagh, Patna",govt.wc.gulzarbagh@gmail.com
COLLEGE OF ARTS & CRAFTS,principalcac@patnauniversity.ac.in
MAGADH MAHILA COLLEGE,principalmmc@patnauniversity.ac.in
PATNA COLLEGE,principalpc@patnauniversity.ac.in
PATNA LAW COLLEGE,principalplc@patnauniversity.ac.in
PATNA SCIENCE COLLEGE,principalpsc@patnauniversity.ac.in
PATNA TRAINING COLLEGE,principalptc@patnauniversity.ac.in
PATNA WOMEN'S COLLEGE,principalpwc@patnauniversity.ac.in
PATNA WOMEN'S TRAINING COLLEGE,principalwtc@patnauniversity.ac.in
VANIJYA MAHAVIDYALAYA,principalvm@patnauniversity.ac.in
L.S.College,lscollegeprincipal@gmail.com
Dr. R.M.L.S.College,rmlscollege@gmail.com
M.P.Sinha Science College,mpsscollege@gmail.com
L.N.T.College,lntcollegemuz@gmail.com
M.S.K.B. College,mskbcollegebumuz@gmail.com
S.N.S. College,snscollegebu@gmail.com
M.S.S.G. College,principalmssgcollege@gmail.com
S.R.A.P. College,srapcollege@gmail.com
C.N.College,principalcncollege@gmail.com
"Rajendra College, Chapra",principal.rajendracollege@gmail.com
"Dayanand Anglo Vedic College, Siwan",davpgcollegesiwan@gmail.com
"Kamla Rai College, Gopalganj",kamlaraicollegegopalganj@gmail.com
"Gopeshwar College, Hathua",gopeshwarcollegehathwa@gmail.com
"Jai Prakash Mahila College, Chapra",principaljpm@gmail.com
"Ram Vilas Ganga Ram College, Maharajganj",rbgr61@gmail.com
"Ganga Singh College, Chapra",gangasingh.college@gmail.com
"Hoti Lal Ramnath College, Amnaur",hrcamnour@gmail.com
"Yadunandan College, Dighwara",jnc.dighwara@gmail.com
"Jaglal Chaudhary, College, Chapra",principaljlccollege@gmail.com
"Bhola Prasad Singh College, Bhore",bpscollegebhoreydprg@gmail.com
"Narayan College, Goreyakothi",narayancollege@gmail.com
"Raja Singh College, Siwan",udaysp1961@gmail.com
"Mahendra Mahila Mahavidyalaya, Gopalganj",mmcollegegopalganj@gmail.com
"Vidya Bhawan Mahila Mahavidyalaya, Siwan",v.b.m.college@gmail.com
"Bihar Agricultural University, Sabour",principalsabourbgp@gmail.com
"Bhola Paswan Shastri Agricultural College, Purnea",principalbpsacpurnea@gmail.com
"Mandan Bharti Agricultural College, Agwanpur",principalmbacsaharsa2012@gmail.com
"Nalanda College of Horticulture, Noorsarai",coh.horticulture06@gmail.com
"Dr. Kalam Agricultural College, Kishanganj",prdkac2015@gmail.com
"Veer Kunwar Singh College of Agriculture, Dumraon",prcoa2010@gmail.com
"M.L. Arya College Kasba, Purnia",mlaryacollege@gmail.com
"R.L. College, Madhavnagar, Purnia",purnea.vc@gmail.com
"D.S. College, Katihar",contactus@dscollegekatihar.in
"RDS College, Salmari",salmari.ktr@gmail.com
"KB Jha College, Katihar",kbjha1976@gmail.com
"Forbesganj College, Forbesganj, Araria",fbgcollegebnmu@gmail.com
"Marwari College, Kishanganj",rcsaharsa@ignou.ac.in
"Nehru College, Bahadurganj, Kishanganj",nehrucollegebnmu@gmail.com
"Govt degree college,Dhamda",purniareg.rtps@gmail.com
"Murarka College, Sultanganj",murarkacollegesultanganj@gmail.com
"P. B. S. College, Banka",pbscollegebanka1959@gmail.com
"G. B. College, Naugachia",gbcollege39@gmail.com
"S. S. V. College, Kahalgaon",dr.rpcverma@gmail.com
S.R.P.S.College,srpscollegeprincipal@gmail.com
D.C.College,dccollegehajipur@gmail.com
Samta College,msmscollege@gmail.com
J.S.College,iqac.jscollege@gmail.com
R.L.S.Y. College,rlsycollegeprincipal@gmail.com
B.S.S. College,drsanjibktr@gmail.com
"K. P. College, Murliganj, Madhepura",kpcollege.murliganj@gmail.com
"R. Jha Mahila College, Saharsa",jmcoll@gmail.com
"Government Pharmacy Institute, Patna",principalgpi@gmail.com
"Motihari College Of Engineering, Mothihari",ice.mec.motihari@gmail.com
"Lok Nayak Jai Prakash Institute of Technology, Chhapra",academiclnjpit@gmail.com
"Bakhtiyarpur College of Engineering, Patna",bcebakhtiyarpur@gmail.com
"B.P. Mandal College of Engineering, Madhepura",bpmce2016@gmail.com
"Supaul College of Engineering, Supaul",cssupaul@gmail.com
"Purnea College of Engineering, Purnea",principal.pcep@gmail.com
"Saharsa College of Engineering, Saharsa",scesaharsa@gmail.com
Darbhanga Medical College and Hospital,dmch.darbhanga@gmail.com
"Nalanda Medical College and Hospital, Patna",nmcpatna@gmail.com
"Patna Dental College and Hospital, Patna",pdchpatna@gmail.com
"Government Medical College, Bettiah",gmcbettiah01@gmail.com
"Government Tibbi College and Hospital, Patna",gtchpb@gmail.com
"J. R. S. College, Jamalpur",principal@jrscollege.org
"H.S. College, Haveli Kharagpur",hscollege.1960@gmail.com
"K S S College, Lakhisarai",ksscollegelkr1966@gmail.com
"B. N. M. College, Barhiya",drakumarbnm@gmail.com
"D.S.M. College, Jhajha",dsmcollege@gmail.com
"K.M.D.College,Parbatta",kmdcollegeparbatta@gmail.com
"K. D. S College, Gogri",kdscollegegogrijamalpur@gmail.com
"Koshi College, Khagaria",khagariakoshicollege@gmail.com
CENTRAL UNIVERSITY OF SOUTH BIHAR GAYA,registrar@cub.ac.in
NAVA NALANDA MAHAVIHARA UNIVERSITY NALANDA,drdlama@gmail.com
CHANAKYA NATIONAL LAW UNIVERSITY PATNA,chanakyalawuniv@gmail.com
"GOVERNMENT POLYTECHNIC, BHAGALPUR",bhag.gp@gmail.com
"GOVERNMENT POLYTECHNIC, MUZAFFARPUR",principal.gpmuz@gmail.com
"GOVERNMENT POLYTECHNIC, PURNEA",gppurnea@gmail.com
"GOVERNMENT POLYTECHNIC, SAHARSA",gpolytechnicsaharsa@gmail.com
"GOVERNMENT WOMAN POLYTECHNIC,PATNA",gwpc.patna@gmail.com
GOVERNMENT POLYTECHNIC LAKHISARAI,gp.lakhi@gmail.com
"GOVERNMENT POLYTECHNIC, DEHRI ON SONE",gpdehrionsone27@gmail.com
"GOVERNMENT POLYTECHNIC ASTHAWAN,NALANDA",gp.nalanda@gmail.com
GOVERNMENT POLYTECHNIC SHEOHAR,principal.gpsheohar@gmail.com
"GOVERNMENT POLYTECHNIC, MOTIHARI",gpmotiharibih@gmail.com
"GOVERNMENT POLYTECHNIC, RAGHOPUR, SUPAUL",gpraghopur@gmail.com
"BRAJ KISHOR NARAYAN SINGH GOVT. POLYTECHNIC, GOPALGANJ",bknsgpgopalganj@gmail.com
"GOVERNMENT POLYTECHNIC, MUNGER",gpmunger@gmail.com
"GOVERNMENT POLYTECHNIC, BANKA",gpbanka2016@gmail.com
"GOVERNMENT POLYTECHNIC, TEKARI, GAYA",gptekarigaya@gmail.com
"GOVERNMENT POLYTECHNIC, KAIMUR",gpkaimur2016@gmail.com
"GOVERNMENT POLYTECHNIC, SITAMARHI",principal@gpsitamarhi.in
"GOVERNMENT POLYTECHNIC, ARARIA",principalgpararia@gmail.com
"GOVERNMENT POLYTECHNIC, NAWADA",principalgpnawada@gmail.com
PATNA UNIVERSITY,info@patnauniversity.ac.in
DEPARTMENT OF RURAL STUDIES PATNA,info@patnauniversity.ac.in
PRITHVI CHAND VIGYAN MAHAVIDYALAYA CHAPRA,principal.pcvm@gmail.com
NAND LAL SINGH COLLEGE JAITPUR DAUDPUR,nlsdaudpur@gmail.com
M A IN JOURNALISM AND MASS COMMUNICATION HINDI DEPARTMENT,hindiheadpu@gmail.com
"GAUTAM BUDDHA MAHILA COLLEGE, GAYA",gbmcollegegaya@gmail.com
"KISHORI SINHA MAHILA COLLEGE, AURANGABAD",ksmcollegeaur123@gmail.com
KAMESHWAR NARAYAN SINGH GOVERNMENT POLYTECHNIC SAMASTIPUR,knsgpsamastipur@gmail.com
S B COLLEGE ARA,principalsbcollegeara@gmail.com
B R AMBEDKAR BIHAR UNIVERSITY MUZAFFARPUR,registrar.brabu@gmail.com
KAMESHWAR SINGH DARBHANGA SANSKRIT UNIVERSITY DARBHANGA,ksdsuvc@gmail.com
LALIT NARAYAN MITHILA UNIVERSITY DARBHANGA,dsw@lnmu.ac.in
TILKA MANJHI BHAGALPUR UNIVERSITY BHAGALPUR,registrar@tmbuniv.ac.in
PATLIPUTRA UNIVERSITY PATNA,info@ppup.ac.in
PURNEA UNIVERSITY,programmer.pup@gmail.com
DEPARTMENT OF ANCIENT INDIAN HISTORY AND ARCHAEOLOGY,hodaih@patnauniversity.ac.in
SHEODENI SAO COLLEGE KALER,sdscollegekaler@gmail.com
UNIVERSITY DEPARTMENT OF COMMERCE AND BUSINESS ADMINISTRATION,mbalnmu@gmail.com
"COLLEGE OF FISHERIES, KISHANGANJ",kgmandal1957@gmail.com
"DEPARTMENT OF STATISTICS, PATNA UNIVERSITY",binodkumarpandey59@gmail.com
ALL INDIA INSTITUTE OF MEDICAL SCIENCES PATNA,admin@aiimspatna.org
TIRHUT COLLEGE OF AGRICULTURE MUZAFFARPUR,dean.tca@rpcau.ac.in
"P.G DEPARTMENT OF ENGLISH AND RESEARCH CENTRE, MAGADH UNIVERSITY",pgenglishmu2019@gmail.com
"DEPARTMENT OF PERSONNEL MANAGEMENT AND INDUSTRIAL RELATIONS, PATNA UNIVERSITY, PATNA",hodpmir@patnauniversity.ac.in
R.B.T.S GOVT. HOMOEO. MEDICAL COLLEGE & HOSPITAL MUZAFFARPUR,rbts1958@gmail.com
SANJAY GANDHI INSTITUTE OF DAIRY TECHNOLOGY,vicechancellorbasu@gmail.com
"RAM JAIPAL COLLEGE, CHAPRA",r.ramjaipalcollegechapra@gmail.com
GOVERNMENT ENGINEERING COLLEGE SAMASTIPUR,principalgecsamastipur@gmail.com
GOVERNMENT ENGINEERING COLLEGE SHEIKHPURA,cbmahto1960@gmail.com
